Rodada;Data;Horário;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
9;03/06/2018;16:00;Domingo;América-MG;Athlético-PR;América-MG;Independência;3;1;MG;PR;MG
9;03/06/2018;19:00;Domingo;Ceará;Cruzeiro;Cruzeiro;Castelão;0;1;CE;MG;MG
9;03/06/2018;16:00;Domingo;Flamengo;Corinthians;Flamengo;Luso Brasileiro;1;0;RJ;SP;RJ
9;03/06/2018;16:00;Domingo;Bahia;Grêmio;Grêmio;Fonte Nova;0;2;BA;RS;RS
9;03/06/2018;16:00;Domingo;Santos;Vitória;Santos;Vila Belmiro;5;2;SP;ES;SP
9;04/06/2018;20:00;Segunda-feira;Paraná;Fluminense;Paraná;Vila Capanema;2;1;PR;RJ;PR
10;05/06/2018;21:30;Terça-feira;São Paulo;Internacional;-;Morumbi;0;0;SP;RS;-
10;06/06/2018;19:30;Quarta-feira;Botafogo-rj;Ceará;-;Engenhão;0;0;RJ;CE;-
10;06/06/2018;21:00;Quarta-feira;Corinthians;Santos;-;Arena Corinthians;1;1;SP;SP;-
10;06/06/2018;21:45;Quarta-feira;Cruzeiro;Vasco;-;Mineirão;1;1;MG;RJ;-
10;06/06/2018;21:45;Quarta-feira;Grêmio;Palmeiras;Palmeiras;Arena do Grêmio;0;2;RS;SP;SP
10;06/06/2018;21:00;Quarta-feira;Sport;Athlético-PR;Sport;Ilha do Retiro;1;0;PE;PR;PE
10;06/06/2018;19:30;Quarta-feira;Vitória;Chapecoense;Vitória;Barradão;1;0;ES;SC;ES
10;07/06/2018;21:00;Quinta-feira;América-MG;Atlético-MG;Atlético-MG;Independência;1;3;MG;MG;MG
10;07/06/2018;20:00;Quinta-feira;Fluminense;Flamengo;Flamengo;Maracanã;0;2;RJ;RJ;RJ
10;07/06/2018;20:00;Quinta-feira;Paraná;Bahia;Paraná;Vila Capanema;1;0;PR;BA;PR
11;09/06/2018;21:00;Sábado;Corinthians;Vitória;-;Arena Corinthians;0;0;SP;ES;-
11;09/06/2018;19:00;Sábado;Chapecoense;Cruzeiro;Chapecoense;Arena Condá;2;0;SC;MG;SC
11;09/06/2018;16:00;Sábado;Athlético-PR;São Paulo;São Paulo;Arena da Baixada;0;1;PR;SP;SP
11;09/06/2018;19:00;Sábado;Vasco;Sport;Vasco;São Januário;3;2;RJ;PE;RJ
11;10/06/2018;16:00;Domingo;Bahia;Botafogo-rj;-;Fonte Nova;3;3;BA;RJ;-
11;10/06/2018;16:00;Domingo;Ceará;Palmeiras;-;Castelão;2;2;CE;SP;-
11;10/06/2018;16:00;Domingo;Atlético-MG;Fluminense;Atlético-MG;Independência;5;2;MG;RJ;MG
11;10/06/2018;19:00;Domingo;Flamengo;Paraná;Flamengo;Luso Brasileiro;2;0;RJ;PR;RJ
11;10/06/2018;16:00;Domingo;Grêmio;América-MG;Grêmio;Arena do Grêmio;1;0;RS;MG;RS
11;10/06/2018;19:00;Domingo;Santos;Internacional;Internacional;Vila Belmiro;1;2;SP;RS;RS
12;12/06/2018;21:30;Terça-feira;São Paulo;Vitória;São Paulo;Morumbi;3;0;SP;ES;SP
12;13/06/2018;16:00;Quarta-feira;América-MG;Chapecoense;-;Independência;0;0;MG;SC;-
12;13/06/2018;19:30;Quarta-feira;Paraná;Cruzeiro;-;Vila Capanema;1;1;PR;MG;-
12;13/06/2018;21:00;Quarta-feira;Palmeiras;Flamengo;-;Allianz Parque;1;1;SP;RJ;-
12;13/06/2018;19:30;Quarta-feira;Sport;Grêmio;-;Ilha do Retiro;0;0;PE;RS;-
12;13/06/2018;21:45;Quarta-feira;Atlético-MG;Ceará;Atlético-MG;Independência;2;1;MG;CE;MG
12;13/06/2018;21:45;Quarta-feira;Bahia;Corinthians;Bahia;Fonte Nova;1;0;BA;SP;BA
12;13/06/2018;21:00;Quarta-feira;Botafogo-rj;Athlético-PR;Botafogo-RJ;Engenhão;2;0;RJ;PR;RJ
12;13/06/2018;21:45;Quarta-feira;Internacional;Vasco;Internacional;Beira Rio;3;1;RS;RJ;RS
12;13/06/2018;19:00;Quarta-feira;Fluminense;Santos;Santos;Maracanã;0;1;RJ;SP;SP
13;18/07/2018;19:30;Quarta-feira;Ceará;Sport;Ceará;Presidente Vargas;1;0;CE;PE;CE
13;18/07/2018;21:45;Quarta-feira;Corinthians;Botafogo-rj;Corinthians;Arena Corinthians;2;0;SP;RJ;SP
13;18/07/2018;21:45;Quarta-feira;Grêmio;Atlético-MG;Grêmio;Arena do Grêmio;2;0;RS;MG;RS
13;18/07/2018;21:45;Quarta-feira;Flamengo;São Paulo;São Paulo;Maracanã;0;1;RJ;SP;SP
13;18/07/2018;21:00;Quarta-feira;Vitória;Paraná;Vitória;Barradão;1;0;ES;PR;ES
13;19/07/2018;19:30;Quinta-feira;Chapecoense;Bahia;-;Arena Condá;1;1;SC;BA;-
13;19/07/2018;20:00;Quinta-feira;Vasco;Fluminense;-;São Januário;1;1;RJ;RJ;-
13;19/07/2018;21:00;Quinta-feira;Athlético-PR;Internacional;-;Arena da Baixada;2;2;PR;RS;-
13;19/07/2018;20:00;Quinta-feira;Santos;Palmeiras;-;Pacaembu;1;1;SP;SP;-
13;19/07/2018;19:30;Quinta-feira;Cruzeiro;América-MG;Cruzeiro;Mineirão;3;1;MG;MG;MG
14;21/07/2018;19:00;Sábado;Flamengo;Botafogo-rj;Flamengo;Maracanã;2;0;RJ;RJ;RJ
14;21/07/2018;21:00;Sábado;São Paulo;Corinthians;São Paulo;Morumbi;3;1;SP;SP;SP
14;22/07/2018;19:00;Domingo;Chapecoense;Santos;-;Arena Condá;0;0;SC;SP;-
14;22/07/2018;16:00;Domingo;Bahia;Vitória;Bahia;Fonte Nova;4;1;BA;ES;BA
14;22/07/2018;19:00;Domingo;Cruzeiro;Athlético-PR;Cruzeiro;Mineirão;2;1;MG;PR;MG
14;22/07/2018;16:00;Domingo;Sport;Fluminense;Fluminense;Ilha do Retiro;1;2;PE;RJ;RJ
14;22/07/2018;16:00;Domingo;Palmeiras;Atlético-MG;Palmeiras;Allianz Parque;3;2;SP;MG;SP
14;22/07/2018;16:00;Domingo;Paraná;América-MG;Paraná;Durival de Brito;1;0;PR;MG;PR
14;22/07/2018;16:00;Domingo;Vasco;Grêmio;Vasco;São Januário;1;0;RJ;RS;RJ
14;23/07/2018;20:00;Segunda-feira;Internacional;Ceará;Internacional;Beira Rio;1;0;RS;CE;RS
15;25/07/2018;21:45;Quarta-feira;Santos;Flamengo;-;Vila Belmiro;1;1;SP;RJ;-
15;25/07/2018;21:00;Quarta-feira;Atlético-MG;Paraná;Atlético-MG;Independência;2;0;MG;PR;MG
15;25/07/2018;21:45;Quarta-feira;Corinthians;Cruzeiro;Corinthians;Arena Corinthians;2;0;SP;MG;SP
15;25/07/2018;19:30;Quarta-feira;Fluminense;Palmeiras;Fluminense;Maracanã;1;0;RJ;SP;RJ
15;26/07/2018;20:00;Quinta-feira;América-MG;Internacional;América-MG;Independência;2;1;MG;RS;MG
15;26/07/2018;19:30;Quinta-feira;Botafogo-rj;Chapecoense;Botafogo-RJ;Engenhão;1;0;RJ;SC;RJ
15;26/07/2018;19:30;Quinta-feira;Grêmio;São Paulo;Grêmio;Arena do Grêmio;2;1;RS;SP;RS
15;26/07/2018;19:30;Quinta-feira;Vitória;Sport;Vitória;Barradão;1;0;ES;PE;ES
16;28/07/2018;16:00;Sábado;Ceará;Fluminense;Ceará;Presidente Vargas;1;0;CE;RJ;CE
16;29/07/2018;19:00;Domingo;Chapecoense;Grêmio;-;Arena Condá;1;1;SC;RS;-
16;29/07/2018;19:00;Domingo;Santos;América-MG;América-MG;Vila Belmiro;0;1;SP;MG;MG
16;29/07/2018;16:00;Domingo;Athlético-PR;Vitória;Athlético-PR;Arena da Baixada;4;0;PR;ES;PR
16;29/07/2018;11:00;Domingo;Vasco;Corinthians;Corinthians;Mané Garrincha;1;4;RJ;SP;SP
16;29/07/2018;16:00;Domingo;Flamengo;Sport;Flamengo;Maracanã;4;1;RJ;PE;RJ
16;29/07/2018;16:00;Domingo;Internacional;Botafogo-rj;Internacional;Beira Rio;3;0;RS;RJ;RS
16;29/07/2018;11:00;Domingo;Palmeiras;Paraná;Palmeiras;Allianz Parque;3;0;SP;PR;SP
16;29/07/2018;16:00;Domingo;Cruzeiro;São Paulo;São Paulo;Mineirão;0;2;MG;SP;SP
16;30/07/2018;20:00;Segunda-feira;Bahia;Atlético-MG;-;Fonte Nova;2;2;BA;MG;-
17;04/08/2018;21:00;Sábado;Corinthians;Athlético-PR;-;Arena Corinthians;0;0;SP;PR;-
17;04/08/2018;16:00;Sábado;Botafogo-rj;Santos;-;Engenhão;0;0;RJ;SP;-
17;04/08/2018;19:00;Sábado;Grêmio;Flamengo;Grêmio;Arena do Grêmio;2;0;RS;RJ;RS
17;05/08/2018;19:00;Domingo;Fluminense;Bahia;-;Maracanã;1;1;RJ;BA;-
17;05/08/2018;19:00;Domingo;Sport;Chapecoense;-;Ilha do Retiro;1;1;PE;SC;-
17;05/08/2018;16:00;Domingo;Vitória;Cruzeiro;-;Barradão;1;1;ES;MG;-
17;05/08/2018;16:00;Domingo;América-MG;Palmeiras;-;Independência;0;0;MG;SP;-
17;05/08/2018;16:00;Domingo;Paraná;Ceará;Ceará;Durival de Brito;0;1;PR;CE;CE
17;05/08/2018;16:00;Domingo;São Paulo;Vasco;São Paulo;Morumbi;2;1;SP;RJ;SP
17;06/08/2018;20:00;Segunda-feira;Atlético-MG;Internacional;Internacional;Independência;0;1;MG;RS;RS
20;08/08/2018;19:30;Quarta-feira;Ceará;Santos;-;Presidente Vargas;1;1;CE;SP;-
18;11/08/2018;16:00;Sábado;Ceará;Athlético-PR;-;Presidente Vargas;0;0;CE;PR;-
18;11/08/2018;19:00;Sábado;Bahia;América-MG;Bahia;Fonte Nova;1;0;BA;MG;BA
18;12/08/2018;11:00;Domingo;Paraná;Botafogo-rj;-;Durival de Brito;1;1;PR;RJ;-
18;12/08/2018;11:00;Domingo;Atlético-MG;Santos;Atlético-MG;Independência;3;1;MG;SP;MG
18;12/08/2018;16:00;Domingo;Chapecoense;Corinthians;Chapecoense;Arena Condá;2;1;SC;SP;SC
18;12/08/2018;16:00;Domingo;Flamengo;Cruzeiro;Flamengo;Maracanã;1;0;RJ;MG;RJ
18;12/08/2018;19:00;Domingo;Grêmio;Vitória;Grêmio;Arena do Grêmio;4;0;RS;ES;RS
18;12/08/2018;19:00;Domingo;Palmeiras;Vasco;Palmeiras;Allianz Parque;1;0;SP;RJ;SP
18;12/08/2018;16:00;Domingo;Sport;São Paulo;São Paulo;Ilha do Retiro;1;3;PE;SP;SP
18;13/08/2018;20:00;Segunda-feira;Fluminense;Internacional;Internacional;Maracanã;0;3;RJ;RS;RS
19;18/08/2018;19:00;Sábado;Corinthians;Grêmio;Grêmio;Arena Corinthians;0;1;SP;RS;RS
19;18/08/2018;16:00;Sábado;Santos;Sport;Santos;Vila Belmiro;3;0;SP;PE;SP
19;19/08/2018;16:00;Domingo;Cruzeiro;Bahia;-;Mineirão;1;1;MG;BA;-
19;19/08/2018;19:00;Domingo;América-MG;Fluminense;-;Independência;0;0;MG;RJ;-
19;19/08/2018;11:00;Domingo;Athlético-PR;Flamengo;Athlético-PR;Arena da Baixada;3;0;PR;RJ;PR
19;19/08/2018;16:00;Domingo;Botafogo-rj;Atlético-MG;Atlético-MG;Engenhão;0;3;RJ;MG;MG
19;19/08/2018;11:00;Domingo;Internacional;Paraná;Internacional;Beira Rio;1;0;RS;PR;RS
19;19/08/2018;16:00;Domingo;Vitória;Palmeiras;Palmeiras;Barradão;0;3;ES;SP;SP
19;19/08/2018;19:00;Domingo;São Paulo;Chapecoense;São Paulo;Morumbi;2;0;SP;SC;SP
19;20/08/2018;20:00;Segunda-feira;Vasco;Ceará;-;São Januário;1;1;RJ;CE;-
20;22/08/2018;21:45;Quarta-feira;Grêmio;Cruzeiro;-;Arena do Grêmio;1;1;RS;MG;-
20;22/08/2018;19:30;Quarta-feira;Paraná;São Paulo;-;Durival de Brito;1;1;PR;SP;-
20;22/08/2018;21:00;Quarta-feira;Sport;América-MG;América-MG;Ilha do Retiro;0;2;PE;MG;MG
20;22/08/2018;21:45;Quarta-feira;Fluminense;Corinthians;Fluminense;Maracanã;1;0;RJ;SP;RJ
20;22/08/2018;19:30;Quarta-feira;Bahia;Internacional;Internacional;Fonte Nova;0;1;BA;RS;RS
20;22/08/2018;21:00;Quarta-feira;Palmeiras;Botafogo-rj;Palmeiras;Allianz Parque;2;0;SP;RJ;SP
20;23/08/2018;20:00;Quinta-feira;Atlético-MG;Vasco;-;Independência;0;0;MG;RJ;-
20;23/08/2018;19:30;Quinta-feira;Flamengo;Vitória;Flamengo;Maracanã;1;0;RJ;ES;RJ
21;25/08/2018;19:00;Sábado;Athlético-PR;Grêmio;Athlético-PR;Arena da Baixada;2;1;PR;RS;PR
21;25/08/2018;21:00;Sábado;Botafogo-rj;Sport;Botafogo-RJ;Engenhão;2;0;RJ;PE;RJ
21;25/08/2018;19:00;Sábado;Corinthians;Paraná;Corinthians;Arena Corinthians;1;0;SP;PR;SP
21;25/08/2018;21:00;Sábado;Cruzeiro;Fluminense;Cruzeiro;Mineirão;2;1;MG;RJ;MG
21;25/08/2018;16:00;Sábado;Santos;Bahia;Santos;Vila Belmiro;2;0;SP;BA;SP
21;26/08/2018;16:00;Domingo;América-MG;Flamengo;-;Independência;2;2;MG;RJ;-
21;26/08/2018;16:00;Domingo;Internacional;Palmeiras;-;Beira Rio;0;0;RS;SP;-
21;26/08/2018;11:00;Domingo;São Paulo;Ceará;São Paulo;Morumbi;1;0;SP;CE;SP
21;26/08/2018;19:00;Domingo;Vasco;Chapecoense;Vasco;São Januário;3;1;RJ;SC;RJ
21;26/08/2018;16:00;Domingo;Vitória;Atlético-MG;Vitória;Barradão;1;0;ES;MG;ES
15;29/08/2018;19:30;Quarta-feira;Athlético-PR;Vasco;Athlético-PR;Arena da Baixada;1;0;PR;RJ;PR
15;29/08/2018;19:30;Quarta-feira;Ceará;Bahia;Bahia;Presidente Vargas;0;2;CE;BA;BA
22;01/09/2018;21:00;Sábado;Corinthians;Atlético-MG;-;Arena Corinthians;1;1;SP;MG;-
22;01/09/2018;16:00;Sábado;Grêmio;Botafogo-rj;Grêmio;Arena do Grêmio;4;0;RS;RJ;RS
22;01/09/2018;19:00;Sábado;Vasco;Santos;Santos;Maracanã;0;3;RJ;SP;SP
22;01/09/2018;16:00;Sábado;Vitória;América-MG;Vitória;Barradão;1;0;ES;MG;ES
22;02/09/2018;16:00;Domingo;São Paulo;Fluminense;-;Morumbi;1;1;SP;RJ;-
22;02/09/2018;19:00;Domingo;Cruzeiro;Internacional;-;Mineirão;0;0;MG;RS;-
22;02/09/2018;16:00;Domingo;Athlético-PR;Bahia;Athlético-PR;Arena da Baixada;2;0;PR;BA;PR
22;02/09/2018;11:00;Domingo;Flamengo;Ceará;Ceará;Maracanã;0;1;RJ;CE;CE
22;02/09/2018;19:00;Domingo;Chapecoense;Palmeiras;Palmeiras;Arena Condá;1;2;SC;SP;SP
22;02/09/2018;16:00;Domingo;Sport;Paraná;Sport;Ilha do Retiro;1;0;PE;PR;PE
23;05/09/2018;21:00;Quarta-feira;Paraná;Chapecoense;-;Durival de Brito;1;1;PR;SC;-
23;05/09/2018;19:30;Quarta-feira;Botafogo-rj;Cruzeiro;-;Engenhão;1;1;RJ;MG;-
23;05/09/2018;21:45;Quarta-feira;Atlético-MG;São Paulo;Atlético-MG;Independência;1;0;MG;SP;MG
23;05/09/2018;19:30;Quarta-feira;Bahia;Sport;Bahia;Fonte Nova;2;0;BA;PE;BA
23;05/09/2018;20:00;Quarta-feira;Ceará;Corinthians;Ceará;Castelão;2;1;CE;SP;CE
23;05/09/2018;21:45;Quarta-feira;Internacional;Flamengo;Internacional;Beira Rio;2;1;RS;RJ;RS
23;05/09/2018;21:00;Quarta-feira;Palmeiras;Athlético-PR;Palmeiras;Allianz Parque;2;0;SP;PR;SP
23;06/09/2018;19:00;Quinta-feira;Santos;Grêmio;-;Pacaembu;0;0;SP;RS;-
23;06/09/2018;19:00;Quinta-feira;Fluminense;Vitória;-;Maracanã;0;0;RJ;ES;-
23;06/09/2018;20:00;Quinta-feira;América-MG;Vasco;América-MG;Independência;2;1;MG;RJ;MG
24;08/09/2018;16:00;Sábado;Sport;Cruzeiro;-;Ilha do Retiro;0;0;PE;MG;-
24;08/09/2018;21:00;Sábado;Flamengo;Chapecoense;Flamengo;Maracanã;2;0;RJ;SC;RJ
24;08/09/2018;19:00;Sábado;São Paulo;Bahia;São Paulo;Morumbi;1;0;SP;BA;SP
24;09/09/2018;16:00;Domingo;América-MG;Ceará;-;Independência;0;0;MG;CE;-
24;09/09/2018;16:00;Domingo;Fluminense;Botafogo-rj;Fluminense;Maracanã;1;0;RJ;RJ;RJ
24;09/09/2018;16:00;Domingo;Internacional;Grêmio;Internacional;Beira Rio;1;0;RS;RS;RS
24;09/09/2018;16:00;Domingo;Palmeiras;Corinthians;Palmeiras;Allianz Parque;1;0;SP;SP;SP
24;09/09/2018;19:00;Domingo;Paraná;Santos;Santos;Vila Capanema;0;2;PR;SP;SP
24;09/09/2018;19:00;Domingo;Vitória;Vasco;Vitória;Barradão;1;0;ES;RJ;ES
24;10/09/2018;20:00;Segunda-feira;Atlético-MG;Athlético-PR;Atlético-MG;Independência;3;1;MG;PR;MG
20;13/09/2018;20:00;Quinta-feira;Chapecoense;Athlético-PR;Chapecoense;Arena Condá;2;1;SC;PR;SC
25;15/09/2018;19:00;Sábado;Vasco;Flamengo;-;Mané Garrincha;1;1;RJ;RJ;-
25;15/09/2018;16:00;Sábado;Ceará;Vitória;Ceará;Castelão;2;0;CE;ES;CE
25;15/09/2018;16:00;Sábado;Grêmio;Paraná;Grêmio;Arena do Grêmio;2;0;RS;PR;RS
25;16/09/2018;16:00;Domingo;Cruzeiro;Atlético-MG;-;Mineirão;0;0;MG;MG;-
25;16/09/2018;16:00;Domingo;Bahia;Palmeiras;-;Fonte Nova;1;1;BA;SP;-
25;16/09/2018;16:00;Domingo;Santos;São Paulo;-;Vila Belmiro;0;0;SP;SP;-
25;16/09/2018;16:00;Domingo;Athlético-PR;Fluminense;Athlético-PR;Arena da Baixada;3;1;PR;RJ;PR
25;16/09/2018;11:00;Domingo;Botafogo-rj;América-MG;Botafogo-RJ;Engenhão;1;0;RJ;MG;RJ
25;16/09/2018;19:00;Domingo;Corinthians;Sport;Corinthians;Arena Corinthians;2;1;SP;PE;SP
25;17/09/2018;20:00;Segunda-feira;Chapecoense;Internacional;Chapecoense;Arena Condá;2;1;SC;RS;SC
26;22/09/2018;16:00;Sábado;São Paulo;América-MG;-;Morumbi;1;1;SP;MG;-
26;23/09/2018;16:00;Domingo;Corinthians;Internacional;-;Arena Corinthians;1;1;SP;RS;-
26;23/09/2018;16:00;Domingo;Athlético-PR;Paraná;Athlético-PR;Arena da Baixada;3;0;PR;PR;PR
26;23/09/2018;18:00;Domingo;Vitória;Botafogo-rj;Botafogo-RJ;Barradão;3;4;ES;RJ;RJ
26;23/09/2018;19:00;Domingo;Cruzeiro;Santos;Cruzeiro;Mineirão;2;1;MG;SP;MG
26;23/09/2018;16:00;Domingo;Flamengo;Atlético-MG;Flamengo;Maracanã;2;1;RJ;MG;RJ
26;23/09/2018;11:00;Domingo;Grêmio;Ceará;Grêmio;Arena do Grêmio;3;2;RS;CE;RS
26;23/09/2018;18:00;Domingo;Sport;Palmeiras;Palmeiras;Ilha do Retiro;0;1;PE;SP;SP
26;24/09/2018;20:00;Segunda-feira;Chapecoense;Fluminense;Fluminense;Arena Condá;1;2;SC;RJ;RJ
26;24/09/2018;20:00;Segunda-feira;Vasco;Bahia;Vasco;São Januário;2;1;RJ;BA;RJ
3;27/09/2018;20:00;Quinta-feira;Santos;Vasco;-;Pacaembu;1;1;SP;RJ;-
27;29/09/2018;19:00;Sábado;América-MG;Corinthians;-;Independência;0;0;MG;SP;-
27;29/09/2018;21:00;Sábado;Bahia;Flamengo;-;Fonte Nova;0;0;BA;RJ;-
27;29/09/2018;16:00;Sábado;Fluminense;Grêmio;Grêmio;Engenhão;0;1;RJ;RS;RS
27;30/09/2018;16:00;Domingo;Botafogo-rj;São Paulo;-;Engenhão;2;2;RJ;SP;-
27;30/09/2018;16:00;Domingo;Atlético-MG;Sport;Atlético-MG;Independência;5;2;MG;PE;MG
27;30/09/2018;19:00;Domingo;Ceará;Chapecoense;Ceará;Castelão;3;1;CE;SC;CE
27;30/09/2018;16:00;Domingo;Internacional;Vitória;Internacional;Beira Rio;2;1;RS;ES;RS
27;30/09/2018;11:00;Domingo;Palmeiras;Cruzeiro;Palmeiras;Pacaembu;3;1;SP;MG;SP
27;30/09/2018;16:00;Domingo;Santos;Athlético-PR;Santos;Vila Belmiro;1;0;SP;PR;SP
27;01/10/2018;20:00;Segunda-feira;Paraná;Vasco;-;Durival de Brito;1;1;PR;RJ;-
28;05/10/2018;21:00;Sexta-feira;Corinthians;Flamengo;Flamengo;Arena Corinthians;0;3;SP;RJ;RJ
28;05/10/2018;21:30;Sexta-feira;Vitória;Santos;Santos;Barradão;0;1;ES;SP;SP
28;05/10/2018;19:00;Sexta-feira;Sport;Internacional;Sport;Ilha do Retiro;2;1;PE;RS;PE
28;06/10/2018;21:00;Sábado;Grêmio;Bahia;-;Arena do Grêmio;2;2;RS;BA;-
28;06/10/2018;16:00;Sábado;Athlético-PR;América-MG;Athlético-PR;Arena da Baixada;4;0;PR;MG;PR
28;06/10/2018;16:00;Sábado;Chapecoense;Atlético-MG;Chapecoense;Arena Condá;1;0;SC;MG;SC
28;06/10/2018;18:00;Sábado;São Paulo;Palmeiras;Palmeiras;Morumbi;0;2;SP;SP;SP
28;08/10/2018;20:00;Segunda-feira;Fluminense;Paraná;Fluminense;Maracanã;4;0;RJ;PR;RJ
28;09/10/2018;21:00;Terça-feira;Botafogo-rj;Vasco;-;Engenhão;1;1;RJ;RJ;-
29;13/10/2018;21:00;Sábado;Bahia;Paraná;Bahia;Pituaçu;2;0;BA;PR;BA
29;13/10/2018;17:00;Sábado;Flamengo;Fluminense;Flamengo;Maracanã;3;0;RJ;RJ;RJ
29;13/10/2018;19:00;Sábado;Santos;Corinthians;Santos;Pacaembu;1;0;SP;SP;SP
29;14/10/2018;19:00;Domingo;Atlético-MG;América-MG;-;Independência;0;0;MG;MG;-
29;14/10/2018;19:00;Domingo;Athlético-PR;Sport;Athlético-PR;Arena da Baixada;4;0;PR;PE;PR
29;14/10/2018;16:00;Domingo;Internacional;São Paulo;Internacional;Beira Rio;3;1;RS;SP;RS
29;14/10/2018;16:00;Domingo;Palmeiras;Grêmio;Palmeiras;Pacaembu;2;0;SP;RS;SP
29;14/10/2018;16:00;Domingo;Vasco;Cruzeiro;Vasco;São Januário;2;0;RJ;MG;RJ
29;14/10/2018;11:00;Domingo;Chapecoense;Vitória;Vitória;Arena Condá;0;1;SC;ES;ES
29;15/10/2018;20:00;Segunda-feira;Ceará;Botafogo-rj;-;Castelão;0;0;CE;RJ;-
30;20/10/2018;19:00;Sábado;São Paulo;Athlético-PR;-;Morumbi;0;0;SP;PR;-
30;20/10/2018;16:00;Sábado;América-MG;Grêmio;-;Independência;1;1;MG;RS;-
30;20/10/2018;16:00;Sábado;Botafogo-rj;Bahia;Bahia;Engenhão;0;1;RJ;BA;BA
30;20/10/2018;19:00;Sábado;Sport;Vasco;Sport;Ilha do Retiro;2;1;PE;RJ;PE
30;21/10/2018;17:00;Domingo;Vitória;Corinthians;-;Barradão;2;2;ES;SP;-
30;21/10/2018;20:00;Domingo;Cruzeiro;Chapecoense;Cruzeiro;Independência;3;0;MG;SC;MG
30;21/10/2018;20:00;Domingo;Paraná;Flamengo;Flamengo;Durival de Brito;0;4;PR;RJ;RJ
30;21/10/2018;17:00;Domingo;Fluminense;Atlético-MG;Fluminense;Engenhão;1;0;RJ;MG;RJ
30;21/10/2018;17:00;Domingo;Palmeiras;Ceará;Palmeiras;Pacaembu;2;1;SP;CE;SP
30;22/10/2018;21:00;Segunda-feira;Internacional;Santos;-;Beira Rio;2;2;RS;SP;-
28;24/10/2018;20:30;Quarta-feira;Cruzeiro;Ceará;Ceará;Mineirão;0;2;MG;CE;CE
31;26/10/2018;22:30;Sexta-feira;Vasco;Internacional;-;São Januário;1;1;RJ;RS;-
31;26/10/2018;20:30;Sexta-feira;Vitória;São Paulo;São Paulo;Barradão;0;1;ES;SP;SP
31;27/10/2018;20:00;Sábado;Flamengo;Palmeiras;-;Maracanã;1;1;RJ;SP;-
31;27/10/2018;22:00;Sábado;Athlético-PR;Botafogo-rj;Athlético-PR;Arena da Baixada;2;1;PR;RJ;PR
31;27/10/2018;20:00;Sábado;Chapecoense;América-MG;Chapecoense;Arena Condá;1;0;SC;MG;SC
31;27/10/2018;20:00;Sábado;Corinthians;Bahia;Corinthians;Arena Corinthians;2;1;SP;BA;SP
31;27/10/2018;22:00;Sábado;Cruzeiro;Paraná;Cruzeiro;Mineirão;3;1;MG;PR;MG
31;27/10/2018;17:30;Sábado;Santos;Fluminense;Santos;Vila Belmiro;3;0;SP;RJ;SP
31;27/10/2018;17:30;Sábado;Grêmio;Sport;Sport;Arena do Grêmio;3;4;RS;PE;PE
31;29/10/2018;21:00;Segunda-feira;Ceará;Atlético-MG;Ceará;Castelão;2;1;CE;MG;CE
32;03/11/2018;18:00;Sábado;Atlético-MG;Grêmio;Grêmio;Independência;0;1;MG;RS;RS
32;03/11/2018;20:00;Sábado;Palmeiras;Santos;Palmeiras;Allianz Parque;3;2;SP;SP;SP
32;03/11/2018;18:00;Sábado;Fluminense;Vasco;Vasco;Maracanã;0;1;RJ;RJ;RJ
32;04/11/2018;17:00;Domingo;São Paulo;Flamengo;-;Morumbi;2;2;SP;RJ;-
32;04/11/2018;17:00;Domingo;Paraná;Vitória;-;Durival de Brito;1;1;PR;ES;-
32;04/11/2018;19:00;Domingo;Bahia;Chapecoense;Bahia;Fonte Nova;1;0;BA;SC;BA
32;04/11/2018;17:00;Domingo;Botafogo-rj;Corinthians;Botafogo-RJ;Engenhão;1;0;RJ;SP;RJ
32;04/11/2018;17:00;Domingo;América-MG;Cruzeiro;Cruzeiro;Independência;1;2;MG;MG;MG
32;04/11/2018;19:00;Domingo;Internacional;Athlético-PR;Internacional;Beira Rio;2;1;RS;PR;RS
32;05/11/2018;20:00;Segunda-feira;Sport;Ceará;Sport;Ilha do Retiro;1;0;PE;CE;PE
33;10/11/2018;17:00;Sábado;Corinthians;São Paulo;-;Arena Corinthians;1;1;SP;SP;-
33;10/11/2018;19:00;Sábado;Athlético-PR;Cruzeiro;Athlético-PR;Arena da Baixada;2;0;PR;MG;PR
33;10/11/2018;19:00;Sábado;Botafogo-rj;Flamengo;Botafogo-RJ;Engenhão;2;1;RJ;RJ;RJ
33;10/11/2018;17:00;Sábado;América-MG;Paraná;Paraná;Independência;0;1;MG;PR;PR
33;11/11/2018;17:00;Domingo;Vitória;Bahia;-;Barradão;2;2;ES;BA;-
33;11/11/2018;17:00;Domingo;Ceará;Internacional;-;Castelão;1;1;CE;RS;-
33;11/11/2018;17:00;Domingo;Atlético-MG;Palmeiras;-;Independência;1;1;MG;SP;-
33;11/11/2018;19:00;Domingo;Fluminense;Sport;-;Maracanã;0;0;RJ;PE;-
33;11/11/2018;17:00;Domingo;Grêmio;Vasco;Grêmio;Arena do Grêmio;2;1;RS;RJ;RS
33;12/11/2018;20:00;Segunda-feira;Santos;Chapecoense;Chapecoense;Pacaembu;0;1;SP;SC;SC
34;14/11/2018;19:30;Quarta-feira;Vasco;Athlético-PR;-;São Januário;1;1;RJ;PR;-
